time,gap_id,side,x,y,vx,vy,ns
11.125000,10,left,3.376633,0.459510,-0.175862,-0.047642,simp
11.125000,8,right,1.715211,1.678695,-0.612424,-0.168752,simp
11.180000,26,left,2.129188,1.174625,-0.276004,-0.076729,simp
11.180000,27,right,3.139107,1.039195,-0.319126,-0.083900,simp
11.180000,10,left,3.326407,0.452675,-0.170865,-0.045819,simp
11.180000,8,right,1.723039,1.686357,-0.608751,-0.161528,simp
11.205000,26,left,2.095642,1.156119,-0.274915,-0.075514,simp
11.205000,27,right,3.075643,0.976391,-0.317848,-0.084733,simp
11.205000,10,left,3.276652,0.445904,-0.174112,-0.042828,simp
11.205000,8,right,1.710495,1.633389,-0.603777,-0.162306,simp
11.260000,26,left,2.061039,1.137029,-0.278977,-0.075884,simp
11.260000,27,right,3.087859,0.980269,-0.311753,-0.081295,simp
11.260000,10,left,3.282661,0.405678,-0.174155,-0.044899,simp
11.260000,8,right,1.714906,1.637601,-0.594630,-0.159340,simp
11.285000,26,left,1.959199,1.112484,-0.300852,-0.078574,simp
11.285000,27,right,3.111459,0.987762,-0.299383,-0.073459,simp
11.285000,10,left,3.202659,0.395791,-0.187541,-0.045596,simp
11.285000,8,right,1.721578,1.643973,-0.581490,-0.152672,simp
11.325000,26,left,1.912714,1.086089,-0.326711,-0.083446,simp
11.325000,27,right,3.047190,0.926273,-0.299120,-0.075524,simp
