time,gap_id,side,x,y,vx,vy,ns
9.940000,9,right,3.957039,1.256199,-0.264320,-0.015045,simp
9.970000,8,left,4.018077,0.698594,-0.264101,0.004399,simp
9.970000,3,right,4.809588,-0.714852,0.224943,-0.000947,simp
9.970000,5,left,-4.751895,-0.676444,0.099616,-0.118604,simp
9.970000,9,right,3.926909,1.246634,-0.257298,-0.008707,simp
10.005000,8,left,4.012640,0.697649,-0.260276,0.002940,simp
10.005000,3,right,4.804907,-0.714156,0.212555,-0.000871,simp
10.005000,5,left,-4.756569,-0.677109,0.087750,-0.110432,simp
10.005000,9,right,3.901169,1.238462,-0.253228,-0.004700,simp
10.045000,8,left,4.007639,0.696779,-0.255120,0.001359,simp
10.045000,3,right,4.800304,-0.713472,0.199910,-0.000798,simp
10.045000,5,left,-4.761183,-0.677766,0.076500,-0.102398,simp
10.045000,9,right,3.877768,1.231033,-0.251351,-0.002635,simp
10.085000,8,left,4.003211,0.696010,-0.248721,-0.000297,simp
10.085000,3,right,4.795774,-0.712798,0.187148,-0.000729,simp
10.085000,5,left,-4.765745,-0.678415,0.065889,-0.094546,simp
10.085000,9,right,3.855941,1.224104,-0.251124,-0.002204,simp
10.140000,8,left,3.996201,0.694791,-0.241762,-0.002089,simp
10.140000,3,right,4.791334,-0.712139,0.174396,-0.000663,simp
10.140000,5,left,-4.770235,-0.679054,0.055933,-0.086913,simp
